campaign_id,date,client,secteur,service,canal,impressions,clics,ctr_pct,conversions,budget_mad,revenu_mad,cpc_mad,cpa_mad,roas,score_seo,position_google,engagement_pct,statut_campagne
MKT-01716,2026-04-17,Client_081,Education,SEO,Meta Ads,285108.0,1178.0,0.41,75.0,40896.24,268061.17,34.72,545.28,6.55,69.2,2.0,0.87,Terminée
MKT-01717,2026-03-08,Client_084,Retail,SEO,Google Ads,96312.0,6190.0,6.43,308.0,25068.69,184718.97,4.05,81.39,7.37,76.4,18.7,6.24,Terminée
MKT-01718,2026-04-10,Client_075,Tourisme,SEO,LinkedIn Ads,169147.0,13429.0,7.94,424.0,3009.25,690734.96,0.22,7.1,229.54,71.1,10.4,9.91,Optimisation
MKT-01719,2026-06-14,Client_060,Tourisme,SEO,LinkedIn Ads,844729.0,40237.0,4.76,604.0,26664.66,406266.17,0.66,44.15,15.24,64.9,3.3,5.29,Terminée
MKT-01720,2026-01-04,Client_023,Restaurant,SEO,Meta Ads,842069.0,33972.0,4.03,2670.0,37979.02,9448932.08,1.12,14.22,248.79,88.6,27.0,2.01,Pause
MKT-01721,2026-04-23,Client_031,Education,Branding,SEO,293410.0,6711.0,2.29,252.0,33207.78,,4.95,131.78,2.33,60.5,29.1,8.25,Pause
MKT-01722,2026-06-27,Client_001,Restaurant,Publicité,TikTok Ads,303818.0,11735.0,3.86,1776.0,10020.05,,0.85,5.64,62.64,46.5,26.7,1.49,Terminée
MKT-01723,2026-01-22,Client_067,Immobilier,Content,Emailing,240256.0,3845.0,1.6,575.0,6331.78,1540698.11,1.65,11.01,243.33,71.1,16.9,8.38,Active
MKT-01724,2026-05-10,Client_031,Immobilier,Branding,Emailing,140246.0,2248.0,1.6,164.0,37620.61,303747.5,16.74,229.39,8.07,79.2,12.6,3.02,Active
MKT-01725,2026-02-25,Client_075,Retail,Branding,Meta Ads,717276.0,26328.0,3.67,1887.0,20543.48,1923246.15,0.78,10.89,93.62,69.9,29.6,3.57,Pause
MKT-01726,2026-04-12,Client_002,Education,Landing page,Google Ads,768386.0,49059.0,6.38,2574.0,15310.92,10504503.1,0.31,,686.08,36.0,7.1,5.57,Pause
MKT-01727,2026-02-16,Client_031,Restaurant,Content,Google Ads,795906.0,32374.0,4.07,1057.0,26680.33,1900658.94,0.82,25.24,71.24,74.0,23.1,3.78,Pause
MKT-01728,2026-05-16,Client_039,Finance,Landing page,Meta Ads,268018.0,9256.0,3.45,209.0,38256.0,479902.58,4.13,183.04,12.54,70.2,20.9,6.07,Active
MKT-01729,2026-06-24,Client_069,Immobilier,Landing page,SEO,22673.0,393.0,1.73,54.0,8277.77,108621.24,21.06,153.29,13.12,86.9,1.3,9.6,Optimisation
MKT-01730,2026-04-23,Client_071,Restaurant,Content,SEO,404900.0,15703.0,3.88,1952.0,15052.35,2595873.78,0.96,7.71,172.46,49.8,4.2,10.41,Active
MKT-01731,2026-05-31,Client_025,Tourisme,Content,Google Ads,676373.0,37922.0,5.61,2052.0,4008.41,7186360.25,0.11,1.95,1792.82,98.0,6.9,0.67,Optimisation
MKT-01732,2026-03-30,Client_045,Santé,Landing page,Google Ads,866941.0,40410.0,4.66,3484.0,1844.22,6368642.17,0.05,0.53,3453.29,92.8,1.5,6.51,Optimisation
MKT-01733,2026-05-14,Client_036,Restaurant,Publicité,LinkedIn Ads,364775.0,21194.0,5.81,569.0,8652.88,220754.56,0.41,15.21,25.51,63.4,16.3,10.11,Optimisation
MKT-01734,2026-06-14,Client_040,Retail,Publicité,LinkedIn Ads,27892.0,510.0,1.83,10.0,12145.93,41124.53,23.82,1214.59,3.39,47.9,21.8,9.31,Optimisation
MKT-01735,2026-01-13,Client_087,Retail,Publicité,SEO,301662.0,25521.0,8.46,3649.0,3496.89,3788123.89,0.14,0.96,1083.28,67.0,14.5,1.11,Pause
MKT-01736,2026-03-11,Client_003,Immobilier,Landing page,SEO,850415.0,61257.0,7.2,6287.0,1496.61,4020260.52,0.02,0.24,2686.24,67.7,6.6,3.58,Pause
MKT-01737,2026-03-13,Client_044,Education,SEO,Meta Ads,835591.0,53397.0,6.39,812.0,3653.46,492848.23,0.07,4.5,134.9,53.7,14.2,3.89,Active
MKT-01738,2026-05-05,Client_027,Retail,Landing page,Influence,226956.0,2859.0,1.26,245.0,36396.37,299494.4,12.73,148.56,8.23,49.3,6.8,3.11,Pause
MKT-01739,2026-01-25,Client_041,Santé,App mobile,TikTok Ads,127280.0,4924.0,3.87,265.0,14737.43,368070.43,2.99,55.61,24.98,87.4,24.7,11.69,Optimisation
MKT-01740,2026-01-29,Client_080,Immobilier,SEO,LinkedIn Ads,338509.0,24515.0,7.24,2158.0,4896.25,8884195.66,0.2,2.27,1814.49,79.1,14.1,5.74,Optimisation
MKT-01741,2026-06-06,Client_073,Tourisme,SEO,Emailing,120462.0,7040.0,5.84,163.0,21400.45,209564.87,3.04,131.29,9.79,95.4,14.4,4.61,Terminée
MKT-01742,2026-01-13,Client_086,Restaurant,SEO,SEO,721783.0,50607.0,7.01,3753.0,36094.02,2645793.44,0.71,9.62,73.3,76.5,15.6,6.82,Active
MKT-01743,2026-06-19,Client_019,Tourisme,Branding,LinkedIn Ads,362563.0,20387.0,5.62,,11875.56,4424061.2,0.58,4.85,372.54,42.0,8.5,10.06,Terminée
MKT-01744,2026-05-04,Client_007,Santé,Content,Meta Ads,818515.0,38987.0,4.76,1960.0,35459.12,4267913.29,0.91,18.09,120.36,93.0,1.6,11.05,Pause
MKT-01745,2026-05-19,Client_038,Santé,Publicité,Emailing,530765.0,17939.0,3.38,,29971.45,3314064.27,1.67,13.42,110.57,82.6,14.4,2.51,Terminée
MKT-01746,2026-02-10,Client_034,Finance,Publicité,SEO,101814.0,8197.0,8.05,681.0,1816.57,1250418.36,0.22,2.67,688.34,59.4,28.9,1.46,Active
MKT-01747,2026-03-09,Client_010,Retail,Content,TikTok Ads,349283.0,25379.0,7.27,3282.0,11199.1,7172236.82,0.44,3.41,640.43,58.2,26.8,10.14,Pause
MKT-01748,2026-03-16,Client_004,Restaurant,App mobile,Influence,,30334.0,3.62,2161.0,33351.05,1322698.4,1.1,15.43,39.66,46.5,21.3,10.55,Terminée
MKT-01749,2026-01-31,Client_019,Education,Landing page,LinkedIn Ads,27594.0,1360.0,4.93,87.0,37826.64,253448.65,27.81,434.79,6.7,57.9,28.6,6.33,Pause
MKT-01750,2026-03-09,Client_088,Tourisme,Landing page,TikTok Ads,84700.0,4875.0,5.76,139.0,36006.85,550933.01,7.39,259.04,15.3,47.1,18.9,7.85,Terminée
MKT-01751,2026-06-08,Client_084,Santé,Content,LinkedIn Ads,810913.0,7352.0,0.91,359.0,26828.05,502765.08,3.65,74.73,18.74,47.2,6.5,0.91,Terminée
MKT-01752,2026-01-21,Client_049,Restaurant,App mobile,Google Ads,102131.0,7568.0,7.41,428.0,31586.01,846311.81,4.17,73.8,26.79,48.9,20.1,8.13,Terminée
MKT-01753,2026-03-30,Client_023,Restaurant,Branding,Google Ads,610277.0,20854.0,3.42,2103.0,20137.0,2097456.29,0.97,9.58,104.16,95.8,17.6,7.29,Terminée
MKT-01754,2026-03-24,Client_007,Finance,Content,SEO,141247.0,1481.0,1.05,109.0,12762.51,188488.54,8.62,117.09,14.77,71.6,7.7,0.7,Active
MKT-01755,2026-03-21,Client_039,Finance,Content,Emailing,1375.0,59.0,4.36,7.0,17236.19,2031.54,292.14,2462.31,0.12,38.8,21.2,9.36,Pause
MKT-01756,2026-03-12,Client_023,Santé,Landing page,Google Ads,798142.0,38903.0,4.87,543.0,34412.09,1001022.59,0.88,63.37,29.09,91.5,18.0,10.81,Pause
MKT-01757,2026-03-31,Client_056,Santé,Branding,Google Ads,632281.0,52312.0,8.27,5009.0,24611.87,11252277.55,0.47,4.91,457.19,45.4,11.9,8.69,Optimisation
MKT-01758,2026-02-12,Client_060,Santé,Content,TikTok Ads,307151.0,18647.0,6.07,2669.0,29003.15,4110830.41,1.56,10.87,141.74,54.8,3.7,10.84,Optimisation
MKT-01759,2026-03-01,Client_029,Education,Content,Meta Ads,701937.0,15620.0,2.23,301.0,5801.25,1006370.28,0.37,19.27,173.47,81.8,19.6,7.99,Pause
MKT-01760,2026-03-25,Client_066,Restaurant,Publicité,Emailing,404549.0,30522.0,7.54,810.0,13882.19,778011.76,0.45,17.14,56.04,67.8,23.4,4.01,Active
MKT-01761,2026-01-27,Client_053,Finance,Publicité,Google Ads,662996.0,17750.0,2.68,1874.0,41424.52,608524.75,2.33,22.1,14.69,60.5,27.6,5.95,Active
MKT-01762,2026-03-13,Client_017,Immobilier,SEO,Emailing,600658.0,37984.0,6.32,1703.0,24311.13,2285649.21,0.64,14.28,94.02,75.3,19.9,5.88,Terminée
MKT-01763,2026-06-09,Client_081,Immobilier,Landing page,Influence,43277.0,1714.0,3.96,186.0,7911.96,393987.64,4.62,42.54,49.8,65.4,19.9,2.25,Optimisation
MKT-01764,2026-01-24,Client_036,Tourisme,Landing page,SEO,413150.0,30214.0,7.31,1057.0,31362.96,1313746.2,1.04,29.67,41.89,82.9,5.1,2.36,Pause
MKT-01765,2026-02-02,Client_010,Education,Landing page,LinkedIn Ads,746185.0,26591.0,3.56,1820.0,3536.65,7324065.83,0.13,1.94,2070.91,85.6,20.6,1.5,Active
MKT-01766,2026-04-09,Client_001,Santé,Content,SEO,514536.0,34167.0,6.64,1103.0,11468.84,2632319.69,0.34,10.4,229.52,71.2,26.3,6.82,Optimisation
MKT-01767,2026-04-19,Client_083,Education,SEO,LinkedIn Ads,405988.0,8837.0,2.18,206.0,24564.17,345203.2,2.78,119.24,14.05,54.1,18.5,7.81,Terminée
MKT-01768,2026-05-18,Client_046,Retail,Content,Influence,46604.0,3925.0,8.42,273.0,5447.66,645070.32,1.39,19.95,118.41,36.5,2.3,10.19,Terminée
MKT-01769,2026-06-26,Client_012,Restaurant,App mobile,LinkedIn Ads,330318.0,18803.0,5.69,2423.0,37467.69,3664759.67,1.99,15.46,97.81,39.6,12.8,1.73,Pause
MKT-01770,2026-05-29,Client_040,Santé,SEO,Google Ads,461059.0,34753.0,7.54,862.0,11049.1,1522769.56,0.32,12.82,137.82,61.5,26.8,0.68,Terminée
MKT-01771,2026-05-25,Client_062,Restaurant,SEO,LinkedIn Ads,321801.0,26078.0,8.1,4071.0,22729.92,2006941.93,0.87,5.58,88.3,60.2,14.6,3.85,Optimisation
MKT-01772,2026-05-15,Client_011,Finance,SEO,TikTok Ads,176489.0,14684.0,8.32,583.0,1888.36,2118021.59,0.13,3.24,1121.62,90.7,28.7,8.06,Optimisation
MKT-01773,2026-01-12,Client_029,Tourisme,Landing page,Influence,291863.0,7287.0,2.5,811.0,44585.64,495640.09,6.12,54.98,11.12,56.1,21.1,10.65,Pause
MKT-01774,2026-06-19,Client_069,Finance,Publicité,Influence,17506.0,536.0,3.07,57.0,37343.84,174191.49,69.67,655.16,4.66,62.5,6.6,10.44,Terminée
MKT-01775,2026-02-25,Client_047,Education,SEO,Google Ads,136461.0,7834.0,5.74,631.0,32439.15,344265.81,4.14,51.41,10.61,35.6,26.0,8.02,Pause
MKT-01776,2026-06-19,Client_043,Finance,Publicité,Google Ads,845609.0,45143.0,5.34,3117.0,42232.51,11890119.35,0.94,13.55,281.54,70.4,28.2,5.46,Optimisation
MKT-01777,2026-03-21,Client_014,Finance,Content,SEO,828266.0,36772.0,4.44,3270.0,35275.75,6190584.14,0.96,10.79,175.49,72.2,14.7,9.81,Terminée
MKT-01778,2026-05-23,Client_057,Santé,Publicité,Emailing,5932.0,117.0,1.98,11.0,31257.65,20046.12,267.16,2841.6,0.64,47.4,21.3,3.91,Active
MKT-01779,2026-04-19,Client_073,Finance,Branding,Meta Ads,520572.0,10655.0,2.05,552.0,37266.76,2197503.74,3.5,67.51,58.97,44.3,18.7,3.22,Active
MKT-01780,2026-04-08,Client_059,Restaurant,Landing page,Google Ads,178908.0,11922.0,6.66,1733.0,10450.59,5746956.37,0.88,6.03,549.92,91.6,3.3,8.47,Optimisation
MKT-01781,2026-03-01,Client_089,Restaurant,App mobile,Meta Ads,67708.0,722.0,1.07,114.0,19473.99,59429.04,26.97,170.82,3.05,90.3,22.3,7.58,Terminée
MKT-01782,2026-02-16,Client_053,Tourisme,App mobile,Emailing,48656.0,2046.0,4.21,319.0,7913.04,651696.67,3.87,24.81,82.36,74.8,3.8,8.49,Active
MKT-01783,2026-03-21,Client_026,Retail,Content,TikTok Ads,860116.0,33703.0,3.92,2594.0,,,0.67,8.67,121.64,35.4,25.0,6.72,Terminée
MKT-01784,2026-05-21,Client_011,Finance,SEO,LinkedIn Ads,560314.0,4462.0,0.8,241.0,12829.8,760559.93,2.88,53.24,59.28,78.2,24.6,2.39,Terminée
MKT-01785,2026-01-06,Client_037,Education,Branding,TikTok Ads,59929.0,1493.0,,228.0,15708.68,599423.81,10.52,68.9,38.16,88.7,11.5,1.66,Pause
MKT-01786,2026-05-17,Client_019,Restaurant,Content,Google Ads,371515.0,9318.0,2.51,624.0,22765.37,1029876.81,2.44,36.48,45.24,71.3,11.6,11.1,Terminée
MKT-01787,2026-04-24,Client_068,Retail,Branding,Google Ads,568911.0,19799.0,3.48,904.0,24654.46,3461436.52,1.25,27.27,140.4,83.6,7.1,8.87,Pause
MKT-01788,2026-06-27,Client_074,Retail,Content,SEO,258512.0,4508.0,1.74,447.0,25533.7,806953.44,5.66,57.12,31.6,61.5,1.7,8.27,Optimisation
MKT-01789,2026-06-27,Client_068,Education,SEO,TikTok Ads,167211.0,5037.0,3.01,378.0,32235.35,1171365.32,6.4,85.28,36.34,77.3,2.9,0.88,Active
MKT-01790,2026-04-06,Client_006,Finance,Landing page,LinkedIn Ads,320187.0,5769.0,1.8,526.0,10017.02,1450486.23,1.74,19.04,144.8,56.6,22.8,3.08,Active
MKT-01791,2026-01-01,Client_008,Finance,Branding,LinkedIn Ads,843378.0,53250.0,6.31,871.0,1052.29,2532540.47,0.02,1.21,2406.68,41.7,21.9,6.65,Optimisation
MKT-01792,2026-03-24,Client_066,Education,Landing page,Meta Ads,321634.0,21616.0,,336.0,2521.22,307146.74,0.12,7.5,121.82,47.3,1.7,8.93,Pause
MKT-01793,2026-03-10,Client_021,Education,Content,TikTok Ads,870100.0,7708.0,0.89,1019.0,43514.2,3725718.9,5.65,42.7,85.62,91.2,27.3,7.43,Terminée
MKT-01794,2026-01-18,Client_024,Retail,Publicité,SEO,512139.0,5933.0,1.16,193.0,8012.95,276874.59,1.35,41.52,34.55,93.0,18.5,10.51,Active
MKT-01795,2026-03-05,Client_056,Restaurant,Publicité,Emailing,119005.0,3703.0,3.11,290.0,27138.73,579866.38,7.33,93.58,21.37,96.2,16.0,6.42,Terminée
MKT-01796,2026-06-07,Client_026,Santé,Branding,SEO,573897.0,22240.0,3.88,3506.0,5116.26,3368242.9,0.23,1.46,658.34,66.6,18.1,11.58,Pause
MKT-01797,2026-04-28,Client_075,Restaurant,Content,Emailing,797942.0,55162.0,6.91,8299.0,30537.02,33214774.61,0.55,3.68,1087.69,90.8,19.4,8.56,Active
MKT-01798,2026-01-29,Client_079,Education,SEO,TikTok Ads,241216.0,1237.0,0.51,124.0,12590.45,174268.16,10.18,101.54,13.84,83.0,6.4,8.09,Optimisation
MKT-01799,2026-02-10,Client_081,Education,Content,SEO,377225.0,30401.0,,4526.0,4048.86,8412333.63,0.13,0.89,2077.71,70.1,22.5,9.4,Optimisation
MKT-01800,2026-01-07,Client_029,Finance,Branding,Google Ads,859947.0,29314.0,3.41,2590.0,43354.61,5286678.51,1.48,16.74,121.94,86.4,29.8,11.54,Active
MKT-01801,2026-05-17,Client_040,Retail,Branding,Emailing,366988.0,30856.0,8.41,778.0,29977.5,975792.51,0.97,38.53,32.55,74.3,25.6,6.52,Pause
MKT-01802,2026-05-18,Client_082,Education,Publicité,Influence,521170.0,7343.0,1.41,810.0,1481.62,257042.98,0.2,1.83,173.49,76.3,17.4,10.93,Active
MKT-01803,2026-02-02,Client_010,Tourisme,SEO,Influence,708779.0,,8.42,4569.0,30054.08,16002749.38,0.5,6.58,532.47,38.6,7.3,8.4,Pause
MKT-01804,2026-02-18,Client_078,Restaurant,Branding,Influence,41050.0,1327.0,3.23,88.0,12232.93,188575.65,9.22,139.01,15.42,58.3,1.9,9.35,Optimisation
MKT-01805,2026-06-09,Client_055,Restaurant,SEO,LinkedIn Ads,103016.0,5183.0,5.03,798.0,17476.19,2601475.22,3.37,21.9,148.86,55.7,25.0,9.62,Pause
MKT-01806,2026-06-03,Client_040,Santé,Content,Meta Ads,577120.0,34964.0,6.06,3387.0,36777.54,2951222.82,1.05,10.86,80.25,56.0,13.4,9.87,Terminée
MKT-01807,2026-03-04,Client_038,Santé,App mobile,TikTok Ads,782794.0,44144.0,5.64,5549.0,929.44,9082320.38,0.02,0.17,9771.81,80.1,14.1,6.45,Active
MKT-01808,2026-01-25,Client_023,Immobilier,Branding,LinkedIn Ads,495116.0,4289.0,0.87,149.0,15737.51,272251.64,3.67,105.62,17.3,56.9,7.9,9.04,Active
MKT-01809,2026-04-08,Client_077,Restaurant,SEO,Meta Ads,124189.0,2355.0,1.9,253.0,20075.34,1047286.47,8.52,79.35,52.17,42.3,11.4,8.64,Pause
MKT-01810,2026-05-17,Client_050,Restaurant,Branding,LinkedIn Ads,709893.0,11452.0,1.61,190.0,12341.84,100674.36,1.08,64.96,8.16,64.2,29.2,8.27,Terminée
MKT-01811,2026-05-12,Client_086,Education,Landing page,Influence,894159.0,65627.0,7.34,9370.0,43899.42,13272640.26,0.67,4.69,302.34,96.5,9.0,4.43,Terminée
MKT-01812,2026-05-15,Client_051,Santé,Publicité,Google Ads,577958.0,48226.0,8.34,7654.0,24718.59,16862069.42,0.51,3.23,682.16,62.9,17.9,2.69,Pause
MKT-01813,2026-01-05,Client_040,Education,Branding,LinkedIn Ads,606196.0,25421.0,4.19,449.0,39688.39,357623.01,1.56,88.39,9.01,56.2,10.5,7.5,Pause
MKT-01814,2026-01-11,Client_055,Restaurant,Publicité,Google Ads,173420.0,,6.73,237.0,30054.13,794212.08,2.57,126.81,26.43,97.8,2.9,0.53,Pause
MKT-01815,2026-04-27,Client_061,Retail,Publicité,Emailing,188412.0,2708.0,,385.0,13509.3,1057092.83,4.99,35.09,78.25,48.8,13.3,8.1,Terminée
MKT-01816,2026-02-26,Client_058,Finance,SEO,Meta Ads,534632.0,42192.0,7.89,3460.0,40531.28,4674430.53,0.96,11.71,115.33,71.0,26.6,2.63,Optimisation
MKT-01817,2026-06-01,Client_064,Immobilier,App mobile,LinkedIn Ads,181110.0,3487.0,1.93,290.0,20059.06,1142607.06,5.75,69.17,56.96,95.2,16.3,4.27,Optimisation
MKT-01818,2026-01-30,Client_045,Immobilier,Branding,TikTok Ads,587426.0,14426.0,2.46,176.0,23205.02,467927.78,1.61,131.85,20.16,40.8,5.0,10.08,Active
MKT-01819,2026-02-28,Client_005,Immobilier,Publicité,Influence,706871.0,3572.0,0.51,319.0,23215.08,1086303.27,6.5,72.77,46.79,42.2,17.6,5.74,Optimisation
MKT-01820,2026-02-24,Client_025,Santé,Branding,TikTok Ads,876453.0,39774.0,4.54,4275.0,23218.95,5281112.21,0.58,5.43,227.45,63.9,21.2,3.05,Optimisation
MKT-01821,2026-02-17,Client_019,Restaurant,SEO,LinkedIn Ads,177042.0,5643.0,3.19,523.0,38396.7,867164.93,6.8,73.42,22.58,76.4,1.7,10.12,Pause
MKT-01822,2026-06-05,Client_010,Santé,Landing page,Google Ads,431258.0,27311.0,6.33,782.0,41529.69,1053150.91,1.52,53.11,25.36,93.6,17.2,6.34,Pause
MKT-01823,2026-04-13,Client_011,Restaurant,Content,TikTok Ads,200888.0,1145.0,0.57,43.0,4377.42,37581.74,3.82,101.8,8.59,40.5,7.9,2.04,Active
MKT-01824,2026-02-01,Client_049,Restaurant,Landing page,Influence,70643.0,2200.0,3.12,298.0,4923.59,558703.81,2.24,16.52,113.47,68.7,26.8,11.05,Optimisation
MKT-01825,2026-02-01,Client_088,Finance,Branding,Emailing,627714.0,40838.0,6.51,1636.0,21036.3,6536398.47,0.52,12.86,310.72,53.6,29.2,2.95,Pause
MKT-01826,2026-04-24,Client_056,Finance,Branding,Meta Ads,430508.0,26313.0,6.11,2413.0,23705.83,6407783.2,0.9,9.82,270.3,65.7,24.1,5.02,Optimisation
MKT-01827,2026-06-12,Client_060,Retail,Publicité,Emailing,281175.0,22670.0,8.06,2456.0,,5485223.18,0.15,1.37,1627.4,80.0,15.7,8.27,Pause
MKT-01828,2026-02-21,Client_030,Finance,Landing page,Emailing,207244.0,6223.0,3.0,460.0,9588.98,605017.31,1.54,20.85,63.1,79.2,1.4,10.99,Optimisation
MKT-01829,2026-01-03,Client_084,Retail,Publicité,Meta Ads,356204.0,9220.0,2.59,134.0,39168.79,392320.98,4.25,292.3,10.02,37.7,22.4,0.77,Active
MKT-01830,2026-02-19,Client_037,Restaurant,Publicité,Meta Ads,860974.0,34716.0,4.03,2099.0,29311.75,6996020.02,0.84,13.96,238.68,38.2,1.8,8.98,Pause
MKT-01831,2026-01-15,Client_036,Education,SEO,Google Ads,479526.0,27084.0,5.65,2919.0,18818.54,3786047.98,0.69,6.45,201.19,37.7,19.9,7.17,Active
MKT-01832,2026-06-25,Client_048,Restaurant,Landing page,Google Ads,126297.0,9485.0,7.51,232.0,34357.68,786508.13,3.62,148.09,22.89,83.1,5.8,10.86,Active
MKT-01833,2026-06-09,Client_053,Finance,Content,Meta Ads,730194.0,29093.0,3.98,3262.0,7491.03,6897512.21,0.26,2.3,920.77,36.1,24.8,8.91,Optimisation
MKT-01834,2026-05-24,Client_076,Education,Branding,Emailing,700282.0,31807.0,4.54,4112.0,17092.25,16952785.73,,4.16,991.84,56.0,7.2,8.26,Pause
MKT-01835,2026-01-03,Client_019,Tourisme,Content,Meta Ads,475157.0,8365.0,1.76,707.0,18435.37,209993.85,2.2,26.08,11.39,69.2,17.8,10.72,Optimisation
MKT-01836,2026-04-27,Client_012,Immobilier,Content,Emailing,716834.0,21002.0,2.93,2197.0,3696.38,6528128.69,0.18,1.68,1766.09,35.2,24.6,8.78,Pause
MKT-01837,2026-02-08,Client_069,Restaurant,Content,TikTok Ads,737983.0,58978.0,7.99,5563.0,2043.54,22536981.41,0.03,0.37,11028.38,70.5,15.8,0.61,Terminée
MKT-01838,2026-03-06,Client_025,Restaurant,Branding,Influence,293230.0,13914.0,4.75,1870.0,12602.98,5948701.37,0.91,6.74,472.01,80.3,22.6,10.12,Terminée
MKT-01839,2026-01-08,Client_084,Finance,Branding,Emailing,865864.0,30747.0,3.55,1743.0,25224.73,1606763.5,0.82,14.47,63.7,57.2,3.3,4.16,Pause
MKT-01840,2026-06-23,Client_068,Restaurant,SEO,Influence,89820.0,6418.0,7.15,72.0,25839.2,264292.23,4.03,358.88,10.23,70.6,6.7,11.44,Terminée
MKT-01841,2026-05-17,Client_058,Immobilier,Branding,Emailing,209214.0,5791.0,2.77,338.0,37691.47,983596.38,6.51,111.51,26.1,62.8,14.2,5.39,Pause
MKT-01842,2026-05-09,Client_025,Immobilier,SEO,Meta Ads,75097.0,4227.0,5.63,339.0,35178.52,578377.33,8.32,103.77,16.44,66.5,21.5,11.82,Pause
MKT-01843,2026-02-20,Client_085,Tourisme,Branding,SEO,359647.0,27306.0,7.59,3133.0,40919.66,7786868.31,1.5,13.06,190.3,88.2,12.1,5.33,Active
MKT-01844,2026-06-01,Client_011,Retail,Branding,SEO,726071.0,28656.0,3.95,3713.0,13127.31,4670757.07,0.46,3.54,355.8,76.0,13.4,6.86,Active
MKT-01845,2026-03-11,Client_070,Immobilier,App mobile,TikTok Ads,84847.0,3879.0,4.57,481.0,26827.41,1730931.11,6.92,55.77,64.52,38.1,13.4,9.8,Pause
MKT-01846,2026-04-14,Client_056,Retail,Landing page,LinkedIn Ads,152341.0,4866.0,3.19,768.0,32751.85,1226263.17,6.73,42.65,37.44,35.9,20.4,0.91,Pause
MKT-01847,2026-01-08,Client_037,Retail,Landing page,Google Ads,543784.0,26032.0,4.79,2941.0,42703.27,4576933.42,1.64,14.52,107.18,73.1,21.7,1.29,Pause
MKT-01848,2026-01-22,Client_080,Immobilier,Content,Meta Ads,753034.0,25439.0,3.38,3036.0,15769.72,9247004.08,0.62,5.19,586.38,36.7,13.8,5.17,Pause
MKT-01849,2026-02-05,Client_006,Finance,Content,LinkedIn Ads,214641.0,17148.0,7.99,1261.0,25857.02,1068921.04,1.51,20.51,41.34,53.2,19.7,6.0,Active
MKT-01850,2026-02-24,Client_076,Education,Landing page,Google Ads,389840.0,29204.0,7.49,689.0,30617.99,2751664.49,1.05,44.44,89.87,63.5,9.7,2.08,Pause
MKT-01851,2026-06-07,Client_089,Immobilier,Landing page,SEO,667213.0,20653.0,3.1,737.0,32123.99,371723.88,1.56,43.59,11.57,73.1,10.1,11.32,Active
MKT-01852,2026-01-18,Client_064,Education,Content,Influence,810450.0,40031.0,4.94,4277.0,4342.43,8192934.64,0.11,1.02,1886.72,80.0,22.1,6.17,Optimisation
MKT-01853,2026-03-28,Client_022,Education,SEO,Emailing,605460.0,5129.0,0.85,694.0,24544.84,962412.05,4.79,35.37,39.21,49.4,4.3,7.76,Active
MKT-01854,2026-05-27,Client_053,Finance,Publicité,Google Ads,65397.0,4762.0,7.28,259.0,42512.72,866493.0,8.93,164.14,20.38,52.2,21.0,6.11,Pause
MKT-01855,2026-03-16,Client_046,Retail,Content,Google Ads,712753.0,,7.0,1220.0,17998.44,1258463.8,0.36,14.75,69.92,44.5,15.3,5.47,Optimisation
MKT-01856,2026-01-24,Client_081,Education,Content,TikTok Ads,548788.0,37217.0,6.78,4078.0,16242.27,10357741.44,0.44,3.98,637.7,50.1,15.8,9.85,Terminée
MKT-01857,2026-06-03,Client_075,Tourisme,Content,TikTok Ads,315840.0,10744.0,3.4,678.0,12935.54,2703141.63,1.2,19.08,208.97,78.2,22.7,1.53,Active
MKT-01858,2026-06-15,Client_015,Immobilier,Branding,Emailing,109260.0,958.0,0.88,133.0,9951.48,491549.03,10.39,74.82,49.39,91.0,5.9,4.99,Active
MKT-01859,2026-06-06,Client_012,Finance,Branding,SEO,110250.0,2789.0,2.53,412.0,3643.62,123457.04,1.31,8.84,33.88,55.4,10.5,11.68,Optimisation
MKT-01860,2026-04-06,Client_040,Retail,App mobile,SEO,116495.0,1082.0,0.93,42.0,21613.56,30482.92,19.98,514.61,1.41,71.5,4.6,9.45,Terminée
MKT-01861,2026-02-19,Client_058,Retail,App mobile,LinkedIn Ads,572659.0,2994.0,0.52,268.0,10311.41,702630.94,3.44,38.48,68.14,56.0,12.7,8.06,Terminée
MKT-01862,2026-01-12,Client_056,Education,SEO,Influence,730751.0,37314.0,5.11,3836.0,21588.11,9183164.93,0.58,5.63,425.38,85.5,7.9,3.23,Pause
MKT-01863,2026-05-07,Client_008,Education,App mobile,Meta Ads,611851.0,10025.0,1.64,177.0,17665.51,255437.59,1.76,99.81,14.46,53.2,5.8,5.29,Terminée
MKT-01864,2026-04-17,Client_049,Restaurant,App mobile,LinkedIn Ads,460952.0,30107.0,6.53,1133.0,3680.06,1411215.22,0.12,3.25,383.48,50.0,4.3,11.89,Active
MKT-01865,2026-06-25,Client_040,Santé,Landing page,SEO,30788.0,404.0,1.31,4.0,11726.15,10149.43,29.03,2931.54,0.87,59.0,16.1,8.29,Terminée
MKT-01866,2026-04-19,Client_001,Finance,App mobile,Influence,643291.0,41795.0,6.5,6139.0,23482.27,7102591.45,0.56,3.83,302.47,64.0,26.9,2.95,Optimisation
MKT-01867,2026-05-08,Client_044,Restaurant,SEO,Influence,135038.0,4128.0,3.06,102.0,28945.13,100951.96,7.01,283.78,3.49,45.4,6.0,10.56,Active
